SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,Stability_1.0,Stability_2.0,Stability_3.0,num_services,cost_per_service
0,0,0,0.6764880392514715,1,1,0,1,1,0,1,1,0.0,1,1.288958020791533,1.2147239640019436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0.18413686011307615
0,0,0,-0.29787609382826413,1,0,1,0,1,1,1,1,0.0,1,1.3486839616233521,0.17949516349928632,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,0.1926691373747646
0,1,1,1.4884581501512513,1,1,1,1,1,1,1,1,2.0,0,1.6058373179825736,2.47397887574198,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0.17842636866473038
0,0,0,0.7982835558864385,1,0,0,0,0,0,0,0,1.0,0,-1.4667305270321236,-0.5530605297741822,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.7333652635160618
0,0,1,1.5696551612412293,1,1,1,0,1,0,1,1,2.0,0,1.3885012555112317,2.248058717555484,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.19835732221589025
0,1,1,-0.9068536770030989,1,0,0,0,1,1,0,0,0.0,0,-0.32032427384359446,-0.7709199765260657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.08008106846089862
0,0,0,-0.4602701160082201,1,0,0,1,1,0,0,1,0.0,1,0.8360363028169042,-0.18308268444615028,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.16720726056338084
1,0,0,-1.2722402269079998,0,0,0,0,1,0,0,1,0.0,1,-0.8362900404740324,-0.9861806146733473,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,-0.27876334682467746
0,1,0,-0.8256566659131209,1,0,0,0,0,0,0,0,1.0,0,-1.4949344435360383,-0.9145592114346569,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,-0.7474672217680192
0,0,0,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-1.4833210661520733,-0.994769897349574,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,-0.7416605330760366
0,1,0,1.0418745891563723,1,1,0,1,0,1,0,0,2.0,1,-0.16437320611606676,0.5402670597025417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,-0.032874641223213354
0,1,1,0.6764880392514715,1,0,1,1,0,1,0,0,0.0,0,-0.17432752958803654,0.304700476356591,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4,-0.03486550591760731
0,0,0,-0.0948835661033192,1,0,1,1,0,0,0,0,0.0,1,-0.3170061660196047,-0.329452870769747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-0.07925154150490117
0,1,1,0.5952910281614935,1,1,0,1,0,0,1,1,0.0,1,1.1446203304479698,1.0882412706440716,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5,0.19077005507466163
0,1,1,-1.2722402269079998,0,0,0,1,0,0,0,0,0.0,0,-1.1498512298410828,-0.9903431132010573,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,-0.5749256149205414
0,1,0,1.6102536667862182,1,1,1,1,1,1,1,1,2.0,1,0.8426725184648842,1.801944589633309,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8,0.09363027982943158
0,0,1,-0.622664138188176,1,0,0,0,0,0,1,1,0.0,1,-0.005104030564548854,-0.5221611359415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,-0.0012760076411372134
1,1,0,1.5696551612412293,1,1,1,1,1,1,0,0,2.0,1,1.0450770957282711,1.9770338134179304,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0.1492967279611816
1,1,0,-1.2316417213630109,1,0,0,0,1,0,1,1,0.0,1,1.0168731792243568,-0.9236330177490297,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,0.20337463584487137
0,1,1,-0.21667908273828618,1,0,1,1,1,1,0,0,1.0,0,0.04300853288330557,-0.177995186245616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,0.007168088813884262
0,0,0,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-1.4816620122400783,-0.9947478735478401,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.7408310061200392
1,0,0,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-0.6504760023305949,-0.9837139488791489,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.32523800116529744
0,1,1,1.6102536667862182,1,1,1,1,0,1,1,0,2.0,0,1.162869923479915,2.190554571228233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.166124274782845
0,0,0,-1.1098462047280437,1,0,0,0,0,0,0,0,0.0,1,0.16080136063494882,-0.8640586340587906,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.08040068031747441
0,0,0,0.5546925226165046,1,0,0,0,1,0,0,0,0.0,1,0.33002485965843625,0.5592956244006441,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.11000828655281208
0,0,0,0.06751045607663674,1,1,0,1,1,0,1,1,0.0,1,1.3768878781272667,0.5597140766335884,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,0.19669826830389522
0,0,0,-0.8662551714581099,1,1,0,0,1,0,1,1,0.0,1,1.0948487130881206,-0.5167432807149569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.18247478551468677
0,1,1,-0.9068536770030989,1,0,0,1,0,0,0,0,1.0,0,-0.507797365899027,-0.7941110397518778,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,-0.169265788633009
0,1,1,1.5290566556962402,1,1,1,1,0,0,1,0,2.0,1,0.14421082151499906,1.1425079181164375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.02403513691916651
0,1,1,-0.622664138188176,1,0,0,0,0,0,0,0,1.0,0,-1.4634124192081335,-0.8194163879441457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-0.7317062096040667
0,0,0,1.2448671168813172,1,1,1,1,1,1,1,0,2.0,1,0.49758930476992885,1.137706729338444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.06219866309624111
0,1,0,-0.7850581603681319,1,1,1,1,0,1,1,0,0.0,1,0.37647836919429584,-0.5713402852133314,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,0.05378262417061369
0,0,0,0.6764880392514715,1,1,0,0,0,0,0,1,0.0,1,0.6518813185854618,0.717162235229344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.16297032964636546
0,0,0,-1.2316417213630109,1,0,0,1,0,0,0,0,0.0,0,-0.5177516893709968,-0.9609193140845472,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,-0.17258389645699893
0,0,0,-1.2316417213630109,1,0,0,0,0,0,1,0,0.0,1,0.5241341673618488,-0.9401508690494657,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.17471138912061626
0,0,0,0.7982835558864385,1,1,1,0,0,1,1,1,2.0,1,0.4942711969459391,0.854194329617761,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0.07061017099227701
0,1,1,1.4884581501512513,1,1,1,0,1,1,0,0,2.0,1,-0.023353623596493504,0.8701836096765831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,-0.003892270599415584
1,0,0,0.4328970059815376,1,1,0,1,0,0,1,0,0.0,1,0.8426725184648842,0.6872318886729541,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.16853450369297684
0,0,0,-0.703861149278154,1,0,1,1,0,0,1,1,0.0,1,1.136325060887995,-0.375350473583225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.18938751014799915
1,1,0,-0.29787609382826413,1,1,1,0,0,1,1,0,0.0,1,0.15416514498696882,-0.23164516726943202,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0.025694190831161468
1,1,0,-0.9880506880930768,1,1,0,1,0,0,0,0,0.0,1,0.5241341673618488,-0.7246920166865789,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0.1310335418404622
1,1,1,1.1230716002463503,1,0,1,1,1,1,0,1,1.0,1,0.33168391357043114,0.9592698876902678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.04738341622434731
1,0,0,-0.582065632643187,1,1,0,0,0,0,1,1,0.0,1,1.0152141253123619,-0.23168921487289992,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,0.20304282506247237
0,1,1,1.2448671168813172,1,1,1,0,0,0,1,1,1.0,1,1.15457465391994,1.7762868606132987,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.19242910898665666
1,1,1,1.3666626335162841,1,1,0,1,1,1,1,1,1.0,1,1.446568142431056,2.1133170985473946,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7,0.180821017803882
0,1,1,0.06751045607663674,1,1,0,0,0,0,0,0,2.0,0,-1.3240518906005554,-0.6097277716355446,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-0.4413506302001851
0,0,0,1.6102536667862182,1,1,0,0,1,1,1,1,2.0,1,1.4150461181031513,2.4557211441045648,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.20214944544330732
0,1,0,0.5952910281614935,1,1,0,0,1,0,1,1,0.0,1,1.1827785704238545,1.0697192533858497,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0.1971297617373091
0,0,0,1.1230716002463503,1,1,0,1,0,0,1,0,0.0,1,0.8310591410809196,1.3972572327726278,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0.1662118282161839
0,1,0,1.6102536667862182,0,0,1,1,1,0,0,0,2.0,0,-0.7549963987862784,0.3010445252687611,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,-0.1887490996965696
0,1,1,-0.582065632643187,1,0,0,0,1,1,0,0,1.0,1,-0.3468691364355142,-0.5820658766577478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-0.08671728410887855
0,0,0,-0.9474521825480879,1,1,0,0,0,0,1,1,0.0,0,0.9803739931604675,-0.6260474087203752,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.19607479863209348
0,0,0,-1.1910432158180217,1,0,0,1,0,1,1,1,0.0,1,0.34661539877838604,-0.8961252893833704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.05776923312973101
0,1,0,0.5952910281614935,1,1,0,1,0,0,0,0,1.0,1,0.46606728044202467,0.6042462037395637,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,0.11651682011050617
0,0,0,-0.054285060558330225,1,0,0,1,1,1,1,1,2.0,0,0.47602160391399445,0.09631126435029061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0.06800308627342778
0,1,1,0.7170865447964605,1,0,0,0,0,0,0,0,2.0,0,-1.4833210661520733,-0.593606348766319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.7416605330760366
0,0,0,-0.9068536770030989,1,0,1,0,1,0,0,0,0.0,1,0.49758930476992885,-0.6127890800765587,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0.12439732619248221
0,0,0,-1.2722402269079998,1,0,0,0,0,1,0,0,0.0,0,-0.5243879050189768,-0.9820401399473713,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,-0.17479596833965894
0,1,1,0.7982835558864385,1,0,0,0,0,0,0,0,1.0,1,-1.4750257965920985,-0.5232403022264618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,-0.7375128982960493
1,1,1,1.2854656224263064,1,1,1,0,1,1,1,1,2.0,1,1.551088538886739,2.1232938807328576,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,0.19388606736084238
0,1,1,1.2042686113363283,1,1,0,0,0,0,0,0,2.0,1,-1.3472786453684853,-0.376143330445646,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,-0.4490928817894951
0,0,1,-1.1910432158180217,1,0,1,0,0,1,0,1,0.0,1,-0.011740246212528855,-0.9255050408964124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,-0.002348049242505771
1,0,0,0.9606775780663944,1,1,1,1,1,0,1,1,1.0,0,1.5145893528228498,1.700657125459036,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0.18932366910285622
0,0,0,0.5546925226165046,1,0,0,0,0,0,0,1,1.0,0,-0.3053927886356398,0.1807284963963854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.10179759621187993
0,1,1,-0.9880506880930768,1,0,1,1,0,0,0,0,0.0,0,-0.33857386687553936,-0.7912259217247349,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,-0.08464346671888484
1,0,0,-0.0948835661033192,1,0,1,1,0,0,1,1,0.0,1,0.3283658057464414,-0.07366843743206235,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0.05472763429107357
0,1,1,0.5140940170715156,1,1,0,0,0,0,0,0,1.0,1,-1.292529866272651,-0.46776234565873087,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-0.43084328875755035
0,0,1,-1.2722402269079998,1,0,0,0,0,0,1,0,0.0,1,0.48099876564997907,-0.9686937160966191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0.16033292188332635
0,1,1,-0.8662551714581099,0,0,1,0,0,0,1,1,0.0,0,-0.4746162876591275,-0.7546223632429689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,-0.11865407191478188
0,1,0,-1.028649193638066,1,0,0,0,1,0,0,0,0.0,1,0.34163823704240137,-0.7847729478166979,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.11387941234746712
0,0,0,0.3922985004365486,1,0,0,1,1,1,1,1,0.0,1,1.2922761286155229,0.9025145506219696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.18461087551650326
0,1,0,0.6764880392514715,1,0,0,0,0,0,0,0,2.0,1,-1.4833210661520733,-0.5749081410942255,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.7416605330760366
0,0,0,-0.9474521825480879,1,1,0,1,0,0,1,1,0.0,1,1.142961276535975,-0.5989581325876603,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.19049354608932914
0,1,0,0.10810896162162571,1,0,1,0,0,0,1,0,1.0,1,-0.08971578007629281,-0.027792858420318332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,-0.022428945019073204
0,1,1,0.6358895337064825,1,0,0,0,0,0,0,0,2.0,0,-1.4667305270321236,-0.5380623207933863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.7333652635160618
0,1,1,0.5546925226165046,1,0,0,0,0,0,0,0,2.0,1,-1.489957281800053,-0.5952801576980966,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-0.7449786409000265
0,1,0,-0.1354820716483082,0,0,0,0,0,0,1,0,0.0,0,-1.0320584020894397,-0.5590950514492747,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,-0.5160292010447198
0,1,1,-0.0948835661033192,1,0,0,1,1,0,0,0,0.0,0,0.570587676897708,0.12846601488180598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0.142646919224427
1,0,0,-1.2722402269079998,1,0,0,0,0,1,0,0,0.0,0,0.32670675183444653,-0.9707419296578732,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0.10890225061148218
0,1,1,1.3666626335162841,1,1,1,0,1,1,1,1,2.0,1,0.6352907794655122,1.5133446917120918,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7,0.07941134743318902
0,0,0,1.3260641279712952,1,1,1,1,1,0,1,1,0.0,1,1.5328389458547944,2.126817689010284,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.1916048682318493
0,0,0,1.6102536667862182,1,1,0,1,1,0,1,1,2.0,1,1.1960510017198145,2.281887277018777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0.17086442881711636
0,0,0,-0.8256566659131209,1,1,1,0,0,0,0,0,0.0,1,0.46772633435401956,-0.595170038689427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.11693158358850489
0,1,1,1.5696551612412293,1,1,1,1,0,1,0,0,1.0,1,0.06623528765123486,1.0880430564284664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5,0.011039214608539143
0,0,0,-1.1098462047280437,1,0,0,0,0,0,0,0,0.0,0,-1.4534580957361638,-0.953497292900218,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,-0.7267290478680819
0,0,0,0.7982835558864385,1,0,0,0,0,0,0,0,2.0,0,-1.4551171496481587,-0.515950423852536,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.7275585748240794
1,1,0,-0.29787609382826413,1,0,0,1,1,0,1,1,0.0,1,1.1164164139440553,0.10393149975022514,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0.18606940232400923
0,0,0,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-1.4816620122400783,-0.9947478735478401,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,-0.7408310061200392
0,1,1,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-1.506547820920003,-0.9950782305738489,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,-0.7532739104600015
0,0,0,0.22990447825659266,1,1,0,0,1,1,1,0,1.0,0,1.000282640104407,0.5845349011877101,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.16671377335073448
1,1,0,1.3666626335162841,0,0,0,1,1,0,1,0,1.0,0,-0.6405216788586252,0.3297855865315197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,-0.1601304197146563
0,1,0,1.4478596446062622,1,1,0,1,1,1,1,1,2.0,1,1.4979988137029001,2.34919201511762,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,0.18724985171286251
0,0,0,-1.1098462047280437,0,0,0,0,0,0,0,0,0.0,0,-1.3456195914564903,-0.9595097907735768,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,-1.3456195914564903
0,1,1,1.6102536667862182,1,1,1,1,0,0,1,1,1.0,1,1.303889505999488,2.2131730156089633,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0.18626992942849827
0,0,0,-0.013686555013341239,0,0,1,0,0,0,0,0,1.0,0,-1.151510283753078,-0.5950378958790234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.575755141876539
0,0,0,0.4328970059815376,1,1,0,0,0,0,1,1,1.0,0,0.9787149392484721,0.7235931853356472,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0.1957429878496944
0,1,1,1.6102536667862182,1,0,0,0,0,0,0,0,2.0,0,-1.5082068748319981,-0.4031665351731592,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,-0.7541034374159991
0,1,0,0.9200790725214054,1,1,1,1,0,0,1,0,0.0,1,1.0583495270242311,1.3039644086277653,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,0.17639158783737185
0,0,0,0.7982835558864385,1,0,1,0,1,1,0,0,1.0,0,-0.22907630868387072,0.33639272705169404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-0.045815261736774145
0,0,0,0.4328970059815376,1,0,0,1,1,0,1,0,0.0,1,0.8891260280007438,0.7380407992730952,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.17782520560014875
1,1,0,0.18930597271160368,1,1,0,0,0,0,0,0,0.0,1,0.38643269266626556,0.2597058494142034,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0.12881089755542185
0,1,1,1.2854656224263064,0,0,0,1,0,1,1,1,2.0,1,-0.3402329207875342,0.5043242152727931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,-0.06804658415750683
0,1,1,-1.1910432158180217,1,0,1,1,0,0,1,0,0.0,0,0.8294000871689242,-0.8942312424342537,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4,0.16588001743378483
0,0,0,0.1487074671666147,0,0,1,0,0,0,0,0,2.0,0,-1.1216473133371685,-0.5075153077884468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.5608236566685842
0,1,1,-0.9068536770030989,1,1,1,0,0,0,1,1,0.0,1,1.1744833008638795,-0.5346926791280974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,0.19574721681064658
0,0,0,0.3516999948915596,1,0,0,0,0,0,0,0,2.0,0,-1.4667305270321236,-0.6357819290867655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.7333652635160618
0,1,1,-0.21667908273828618,1,1,0,1,0,1,0,0,0.0,1,0.6751080733533916,-0.05591725323452727,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4,0.13502161467067833
0,1,1,0.9606775780663944,1,1,0,0,1,0,1,1,1.0,1,1.1595518156559248,1.4257780560180473,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.19325863594265413
0,0,0,-1.0692476991830548,1,0,0,0,0,0,0,0,0.0,0,-1.4650714731201284,-0.9539818165383641,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.7325357365600642
0,0,0,-1.1910432158180217,1,1,0,0,0,0,0,0,0.0,1,0.31675242836247675,-0.9025342156879395,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0.10558414278749224
0,1,1,-1.028649193638066,1,0,1,0,0,0,0,0,0.0,0,-0.4696391259231424,-0.8493247106988018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,-0.15654637530771412
0,1,1,-1.1504447102730329,1,0,0,0,0,0,0,0,0.0,0,-1.4600943113841436,-0.975939546867077,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-0.7300471556920718
0,0,0,0.026911950531647744,1,0,1,0,0,1,1,0,2.0,1,0.7995371167530149,0.329961776945391,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,0.15990742335060298
1,0,0,-0.21667908273828618,1,1,0,0,1,0,0,0,0.0,1,0.43786336393810976,-0.06300891739284775,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.10946584098452744
0,1,0,1.6102536667862182,1,1,0,0,0,0,0,0,2.0,1,-1.370505400136415,-0.24428682946469904,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,-0.456835133378805
0,0,0,-1.2722402269079998,1,0,0,0,0,0,0,0,0.0,0,-1.496593497448033,-0.9949460877634453,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,-0.7482967487240165
1,0,0,1.5696551612412293,0,0,1,1,0,0,1,1,1.0,1,-0.27884792604372005,0.7518056753567918,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,-0.05576958520874401
0,0,0,-0.7850581603681319,1,1,0,0,0,0,0,1,0.0,1,0.6999938820333163,-0.46818079789167516,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.17499847050832906
